,domain,num_iframes,has_social_media,num_images,has_og_tag,has_twitter_tag,has_description,has_keywords,keywords_in_tag,description_in_tag,contains digit,contains hyphen,length,novelty tld,contains news,newsy domain,has domain ip,domain asn,domain geoloc,domain validated,has expired,self signed,cert lifetime,san length,issuer country,issuer org,san contains wildcard,has cert,creation elapsed time,time to expiration,time from updated,whois lifetime,domain proxy,registrar,registrant country,registrant org,nameserver sld,nameserver asn,nameserver geoloc,target
76,actualidad-rt.com,0,False,71,True,True,True,False,,['RT ofrece una alternativa real en el mundo de la información. Las noticias de las que no hablan los principales canales internacionales.'],False,True,17,False,False,False,True,12389,RU,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,496.0,1695.0,-1329.0,2191.0,False,"Regional Network Information Center, JSC dba RU-CENTER",RU,ANO TV-Novosti,megafon.ru,31133,RU,disinformation
77,puppetstringnews.com,0,False,4,True,True,True,False,,"['Slot gacor etika Anda mencoba menemukan terbaik dan paling tepercaya di internet seperti Google, harus ada banyak pilihan.']",False,False,20,False,True,False,True,36352,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,-798.0,1894.0,-1528.0,1096.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",domaincontrol.com,44273,US,disinformation
78,breakingnews247.net,0,False,36,True,False,True,True,['Breaking News 247'],"['Breaking News delivers current local and national new of the year 2059, sports, entertainment, finance, technology, and more through award-winning journalism, photos, videos']",True,False,19,False,True,True,True,13335,US,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,865.0,1691.0,-1326.0,2556.0,False,GANDI SAS,FR,Mediavibes SARL,cloudflare.com,13335,US,disinformation
79,esmaelmorais.com.br,13,True,52,,,,,,,False,False,19,True,False,False,True,28209,BR,True,False,False,365.0,1.0,GB,Sectigo Limited,False,True,3789.0,1689.0,-1533.0,5478.0,N/A,,,,,,,disinformation
80,rg.ru,2,True,55,True,False,True,False,,"['Новости сегодня в России и мире. Российская газета - издание Правительства Российской Федерации, официальный публикатор документов']",False,False,5,False,False,False,True,51115,RU,True,False,False,397.0,1.0,BE,GlobalSign nv-sa,True,True,7328.0,1821.0,,9149.0,False,RU-CENTER-RU,,"Federal state-financed institution ""Editorial ""Rossiyskaya gazeta""",69.,,,disinformation
81,abril.com.br,0,,,False,False,True,True,['Assine'],"['Com as revistas da Editora Abril, você fica por dentro das novidades de moda, negócios, celebridades, e os mais variados assuntos. Encontre a sua e Assine Abril.']",False,False,12,True,False,False,True,2635,US,False,False,False,382.0,1.0,US,DigiCert Inc,True,True,8695.0,3223.0,-1399.0,11918.0,N/A,,,,,,,disinformation
82,transition-news.org,0,True,113,False,False,,False,,,False,True,19,False,True,False,True,13335,None,False,False,False,365.0,2.0,US,"Cloudflare, Inc.",True,True,-953.0,1683.0,-1308.0,730.0,False,CSL Computer Service Langenbach GmbH d/b/a joker.com a German GmbH,CH,Verein Corona-Reset,cloudflare.com,13335,US,disinformation
83,senate.gov,1,False,13,False,False,,False,,,False,False,10,False,False,False,True,16625,IE,False,False,False,368.0,1.0,US,DigiCert Inc,False,True,,,,,False,,,,,,,disinformation
84,5-tv.ru,0,,,True,True,True,True,['пятый канал след программы расписание онлайн прямая трансляция'],"['Один из лидеров информационного вещания и поставщик качественного сериального контента. Успешные форматы и проекты канала информируют, развлекают и помогают миллионам телезрителей.']",True,True,7,False,False,True,True,57724,RU,True,False,False,397.0,1.0,BE,GlobalSign nv-sa,True,True,5494.0,1812.0,,7306.0,False,RU-CENTER-RU,,"Teleradiocompany ""Petersburg"" JSC",spbtv.ru,28965,RU,disinformation
85,worldtruth.tv,16,True,5,True,True,,False,,,False,False,13,False,False,True,True,13335,US,True,False,False,90.0,1.0,US,Google Trust Services LLC,True,True,,,,,False,,,,,,,disinformation
86,ntv.ru,1,True,66,True,False,True,True,"['НТВ,новости,события,программа,Африка, взрывы, артисты, банки, вооружение, Германия, дипломатия, армия и флот РФ, Facebook, Европейский союз, выборы, Великобритания, войны и вооруженные конфликты, автомобили, армии мира, ДТП, Instagram, дети и подростки, ДНР, беженцы']",['НТВ новости события программа'],False,False,6,False,False,True,True,57724,RU,False,False,False,397.0,1.0,BE,GlobalSign nv-sa,True,True,8093.0,1792.0,,9885.0,False,RU-CENTER-RU,,JSC NTV Television Company,169.,,,disinformation
87,la7.it,0,,,True,True,True,False,,['La7.it - Portale di intrattenimento e informazione'],True,False,6,False,False,False,True,31034,IT,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,6515.0,1782.0,-1433.0,8297.0,N/A,InterNetX GmbH,,,n.,,,disinformation
88,factba.se,2,True,0,True,True,True,True,"['joe biden, Joe Biden, wife, president, net worth, speech, education, hair, twitter, deleted tweets, campaign, children, latest news, bankruptcy, political views, interview, wives, religion, birthday, quotes, republican, tweet, video, biography, book, shirts, bankrupt, obama, election, business, show, worth, bankruptcies, clinton, pictures, hotel, wealth, money, presidency, networth']","['The complete collection of Joe Biden interviews, speeches, tweets from twitter (including deleted tweets) and more. Bias-free. Skip the spin. Instantly access everything Joe Biden has said on a particular topic or person.']",False,False,9,False,False,True,True,14618,US,True,False,False,356.0,1.0,US,Amazon,True,True,2596.0,1787.0,-1402.0,4383.0,N/A,1 Api GmbH,,,awsdns-23.net,16509,US,disinformation
89,thedailysentry.net,14,True,18,True,True,True,True,"['news, viral, trending, Philippines, politics, breaking news, entertainment, opinion, sports, travel, reports, law, money, balita, The Daily Sentry, weather, Duterte, Trillanes, Marcos, video']",['Delivering real time social news directly to your feed.'],False,False,18,False,False,True,True,15169,US,True,False,False,90.0,1.0,US,Google Trust Services LLC,False,True,420.0,1771.0,-1376.0,2191.0,True,NAMECHEAP INC,IS,Privacy service provided by Withheld for Privacy ehf,registrar-servers.com,397235,US,disinformation
90,oann.com,8,True,24,True,True,False,False,,,False,False,8,False,False,False,True,399685,US,True,False,False,396.0,1.0,GB,Sectigo Limited,True,True,5319.0,1620.0,-1249.0,6939.0,False,"Epik, Inc.",US,"Anonymize, Inc.",hndomaincontrol.com,399685,US,disinformation
91,pleno.news,7,True,58,True,False,True,True,"['brasil,saúde,coronavírus,política,mundo,economia,entretenimento,música,vídeos,fé,esportes,bolsonaro,comportamento,empregos,minuto com deus,marco feliciano,renato vargens,devocional,opinião,entrevistas,família,notícia,informação,cristão,conservador']","['Site de notícias com visão conservadora. Acompanhe conteúdos sobre Brasil, política, governo Bolsonaro, coronavírus, mundo, economia, entretenimento, música e fé']",False,False,10,True,False,False,True,266444,BR,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,,,,,False,,,,,,,disinformation
92,christiantimes.com,6,True,40,False,False,True,True,"['Welcome to Christian Times,,christiantoday, Christian Today, christiantimes.com']",['Welcome to Christian Times'],False,False,18,False,False,True,True,14618,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,8065.0,1797.0,-1393.0,9862.0,False,TLDS LLC. d/b/a SRSPlus,US,,awsdns-16.org,16509,US,disinformation
93,receitasnaturais.com.br,14,True,28,True,True,True,True,"['receita natural,receita cabelo,receita gostosa,receita natural emagrecer,receitas saúde,dicas casa,cozinha pratica,linfoma,câncer,câncer de sangue,câncer linfático,câncer de linfonodo,câncer de glândula linfática,câncer de sistema linfático,linfoma de hodgkin,linfoma de burkitt,linfoma não hodgkin,jorge aragão,câncer linfoma não hodgkin,saúde,tratamento linfoma não hodgkin,cura linfoma não hodgkin,sobrevivência,apoio,informação,recursos']",['2023 Receitas Naturais'],False,False,23,True,False,False,True,13335,None,False,False,False,364.0,2.0,US,"Cloudflare, Inc.",True,True,1521.0,2132.0,-1405.0,3653.0,N/A,,,,,,,disinformation
94,newsformy.com,9,True,69,True,True,True,True,"['اخبار,الشرق الاوسط,اخبار سياسية,نيوزفورمي,نيوز,احداث,الخليج,مصر,اخر الاخبار,news,مصادر,موقع اخبار']",['موقع نيوز فور ماي محرك بحث أخباري موسع ينشر الأخبار من المصادر الموثوقة والمعتمدة وتوزيعها على المستخدمين في البلدان العربية والشرق الأوسط .'],False,False,13,False,True,False,True,13335,US,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,-277.0,1738.0,-1378.0,1461.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",cloudflare.com,13335,US,disinformation
95,ac24.cz,10,True,29,True,True,True,False,,"['Nezávislé zpravodajství nové doby AC24.cz, aktuální zprávy z domova i ze světa.']",True,False,7,False,False,True,True,16276,FR,True,False,False,364.0,1.0,US,"DigiCert, Inc.",False,True,,,,,N/A,,,,,,,disinformation
96,thepeoplesvoice.tv,0,,,True,True,True,False,,['Where Mainstream Fears to Tread'],False,False,18,False,False,False,True,16509,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,,,,,False,,,,,,,disinformation
97,teenvogue.com,3,True,30,True,False,True,False,,"['The latest on fashion, beauty, celebrity style, entertainment, teen issues, videos and more from TeenVogue magazine on TeenVogue.com. Fashion starts here.']",False,False,13,False,False,False,True,54113,US,True,False,False,397.0,46.0,BE,GlobalSign nv-sa,True,True,7078.0,1688.0,-1436.0,8766.0,False,"CSC CORPORATE DOMAINS, INC.",US,Conde Nast Publications Inc.,awsdns-11.org,16509,US,disinformation
98,portalholofote.com,6,True,53,,,,,,,False,False,18,False,False,False,True,13335,US,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,772.0,1784.0,-1408.0,2556.0,False,PDR Ltd. d/b/a PublicDomainRegistry.com,BR,Portal Holofote,cloudflare.com,13335,US,disinformation
99,cafemom.com,14,True,26,False,False,,False,,,False,False,11,False,False,False,True,16509,GB,True,False,False,90.0,6.0,US,Let's Encrypt,True,True,5189.0,1750.0,-1317.0,6939.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",nsone.net,62597,US,disinformation
100,pravda.ru,0,,,True,True,True,True,"['Новости, репортажи, фотогалереи, аналитика, видео, прямые эфиры']","['Новости и аналитика - два главных продукта, которые создают сотрудники Правды.Ру с начала 1999 года. Репортажи, интервью, видео по актуальным новостям']",False,False,9,False,False,False,True,13335,None,True,False,False,90.0,1.0,US,Google Trust Services LLC,True,True,7701.0,1821.0,,9522.0,False,RU-CENTER-RU,,,cloudflare.com,13335,None,disinformation
101,r7.com,17,True,335,True,True,True,True,"['noticias, videos, esportes, entretenimento, rede record, r7, record tv, diversao, fotos']","['Acompanhe as últimas notícias e vídeos do Brasil e do mundo sobre política, esportes, entretenimento e muito mais no portal da Record TV.']",True,False,6,False,False,False,True,16625,ES,False,False,False,368.0,1.0,US,DigiCert Inc,True,True,8361.0,2232.0,-1400.0,10593.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",akam.net,21342,NL,disinformation
102,portalindependente.com,4,False,44,True,True,,False,,,False,False,22,False,False,True,True,27715,BR,True,False,False,90.0,1.0,US,"cPanel, Inc.",False,True,3280.0,1834.0,-1458.0,5114.0,True,"TUCOWS, INC.",BR,REDACTED FOR PRIVACY,cloudflare.com,13335,US,disinformation
103,instyle.com,2,True,128,,,,,,,False,False,11,False,False,False,True,54113,US,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,7271.0,1861.0,-1463.0,9132.0,False,"MarkMonitor, Inc.",US,Meredith Operations Corporation,nsone.net,62597,US,disinformation
104,pensandodireita.com,10,True,21,True,False,True,False,,"['""Extremismo na defesa da liberdade não é vício, moderação na busca pela justiça não é virtude""']",False,False,19,False,False,False,True,15169,US,True,False,False,90.0,1.0,US,Google Trust Services LLC,False,True,-472.0,1933.0,-1567.0,1461.0,True,Google LLC,CA,Contact Privacy Inc. Customer 7151571251,googledomains.com,15169,US,disinformation
105,conservativeangle.com,5,True,65,True,True,True,False,,['Conservative News Clearing House'],False,False,21,False,False,True,True,13335,US,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,2291.0,1726.0,-1342.0,4017.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",cloudflare.com,13335,US,disinformation
106,cidadeverde.com,0,False,0,True,False,True,False,,"['Últimas notícias do Piauí, Brasil e do Mundo. Ceará, Maranhão, Nordeste, Jornal, Péricles Mendel, Tempo Real, Teresina']",False,False,15,False,False,False,True,13335,US,True,False,False,90.0,1.0,US,Google Trust Services LLC,True,True,6832.0,2299.0,-461.0,9131.0,False,"Register.com, Inc.",BR,Lojas Jelta - Cidade Verde,cloudflare.com,13335,US,disinformation
107,celebdirtylaundry.com,4,True,74,True,True,True,True,"['Celebrity Dirty Laundry, Celeb, Celebrity, News, Gossip, Blog, Scandal, Event, Celebrity News, Celebrity Baby News, Celebrity Photos, Celebrity Splits, Entertainment, Candids, Hollywood, Hollywood Gossip, Hollywood News, Glossip, Showbiz, Rumors, Videos, Music, Fashion, Reviews, Pop Culture, famous']","['Celebrity Dirty Laundry has the latest photos, news, and gossip in pop culture, celebrities, tv, movies, entertainment and more!']",False,False,21,False,False,False,True,32244,US,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,4272.0,1938.0,-1285.0,6210.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",celebdirtylaundry.com,32244,US,disinformation
108,extratv.com,3,True,50,True,True,True,False,,"['Extra has the hottest celebrity and entertainment news, photos, gossip, scandals, videos, games, music, movies, television, star sightings and more!']",False,False,11,False,False,True,True,16509,US,True,False,False,394.0,4.0,US,Amazon,True,True,8455.0,2137.0,-1374.0,10592.0,False,"MarkMonitor, Inc.",US,Warner Bros. Entertainment Inc.,awsdns-14.com,16509,US,disinformation
109,americasfreedomfighters.com,12,True,11,True,True,True,False,,"['We appreciate your interest in getting in touch with us. Leave a Comment You’re encouraged to your on the articles on this website. That’s probably the best way to voice your opinions, ask questions, encourage other readers, and further the discussion. Be Social Keep up with us onRead More']",False,False,27,False,False,True,True,16276,CA,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,1905.0,2843.0,-1531.0,4748.0,True,FastDomain Inc.,US,DOMAIN PRIVACY SERVICE FBO REGISTRANT,cloudflare.com,13335,US,disinformation
110,cheatsheet.com,1,True,34,True,True,True,False,,['Binge-worthy entertainment news and celebrity interviews'],False,False,14,False,False,False,True,13335,None,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,8166.0,2425.0,-1281.0,10591.0,False,"Network Solutions, LLC",,,cloudflare.com,13335,US,disinformation
111,pagesix.com,9,True,71,True,True,True,False,,"['Your source for the latest celebrity news, entertainment headlines and celeb gossip, with exclusive stories, photos, video, and more.']",False,False,11,False,False,True,True,2635,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,8209.0,1651.0,-1254.0,9860.0,False,"MarkMonitor, Inc.",US,"NYP Holdings, Inc",awsdns-61.org,16509,US,disinformation
112,dnr-pravda.ru,0,False,7,True,True,True,True,"['днр,донецк,захарченко,пушилин,война,горловка,донецкая республика,лнр,луганск,мгб днр']",['Первое интернет издание Республики'],False,True,13,False,False,False,True,42745,RU,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,1233.0,1689.0,,2922.0,False,REGRU-RU,,,reg.ru,197695,RU,disinformation
113,celebitchy.com,3,True,17,False,False,True,True,"['celebitchy, celebrity, celebrities, famous, royals, royal, liberal politics, oscar, blog, gossip, pop culture, post, bitchy, entertainment, humor, photo, pictures']","['Celebitchy is a daily gossip and entertainment blog, started in 2006, which also focuses on liberal politics, royal coverage and fashion.']",False,False,14,False,False,False,True,14061,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,4758.0,2182.0,-1201.0,6940.0,True,"ENOM, INC.",US,"Whois Privacy Protection Service, Inc.",serverstack.com,46652,NL,disinformation
114,hellomagazine.com,5,True,94,True,True,True,False,,"['HELLO! brings you the latest celebrity & royal news from the UK & around the world, magazine exclusives, fashion, beauty, lifestyle news, celeb babies, weddings, pregnancies and more!']",False,False,17,False,False,True,True,16509,US,True,False,False,394.0,1.0,US,"GoDaddy.com, Inc.",True,True,7835.0,2026.0,-1569.0,9861.0,False,"Entorno Digital, S.A.",,,akam.net,21342,NL,disinformation
115,topalertnews.com,0,False,25,,,,,,,False,False,16,False,True,True,True,53755,US,N/A,N/A,N/A,,,,,N/A,False,-474.0,1935.0,-1563.0,1461.0,True,DYNADOT LLC,US,Super Privacy Service LTD c/o Dynadot,topalertnews.com,53755,US,disinformation
116,ria.ru,0,,,True,True,True,True,"['новости, последние новости, новости Росии и мира, новости дня']","['Новости в России и мире, самая оперативная информация: темы дня, обзоры, анализ. Фото и видео с места событий, инфографика, радиоэфир, подкасты']",False,False,6,False,False,False,True,51115,RU,True,False,False,397.0,1.0,BE,GlobalSign nv-sa,True,True,6646.0,1756.0,,8402.0,False,RU-CENTER-RU,,Rossiya Segodnya,rian.ru,51115,RU,disinformation
117,iravunk.com,11,True,324,True,False,False,False,,,False,False,11,False,False,False,True,13335,None,True,False,False,90.0,1.0,US,Google Trust Services LLC,True,True,6449.0,1952.0,-1592.0,8401.0,False,"Omnis Network, LLC",US,,cloudflare.com,13335,US,disinformation
118,globalassociatednews.com,0,True,1,False,False,,False,,,False,False,24,False,True,True,True,47583,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,3536.0,1943.0,-1562.0,5479.0,True,"Domain.com, LLC",US,REDACTED FOR PRIVACY,dns-parking.com,13335,None,disinformation
119,du30newsblog.blogspot.com,7,False,3,True,False,False,False,,,True,False,25,True,True,True,True,15169,US,True,False,False,84.0,138.0,US,Google Trust Services LLC,True,True,,,,,N/A,,,,,,,disinformation
120,hlavnespravy.sk,5,True,785,True,True,True,False,,['Najväčší konzervatívny denník na Slovensku. Najdôveryhodnejšie internetové médium podľa agentúry Reuters v roku 2018'],False,False,15,False,False,False,True,5578,SK,True,False,False,90.0,5.0,US,Let's Encrypt,False,True,2795.0,3783.0,-1359.0,6578.0,N/A,Platon Technologies s.r.o.,,,platon.sk,5578,SK,disinformation
121,wochenblick.at,8,True,14,True,True,True,False,,['Wochenblick. Die neue Zeitung aus Oberösterreich. Die Redaktion des Wochenblick agiert als Autorenkollektiv.'],False,False,14,False,False,False,True,13335,None,False,False,False,365.0,2.0,US,"Cloudflare, Inc.",True,True,,,-992.0,,False,InterNetX GmbH ( https://nic.at/registrar/80 ),Austria,Medien24 GmbH,,,,disinformation
122,americaslastlineofdefense.org,0,True,4,True,True,,False,,,False,False,29,False,False,True,True,16276,FR,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,-637.0,1732.0,-1372.0,1095.0,False,"Dynadot, LLC",US,,dyna-ns.net,13335,None,disinformation
123,aceshowbiz.com,8,True,64,False,False,True,True,"['Breaking New Today, Breaking News for Today, Breaking News Todays, Celebrity Gossip Pictures, Daily Celebrity Gossip, Entertainment Gossip News, Entertainment Gossips, Gossip Entertainment News, Gossip Of Celebrities, Gossip on The Stars, Hollywood Gossip and Photos, Latest Celebrity Photos, Latest Movie Clips, Latest Movie Updates, Latest Upcoming Movies, New Movie Trailer, New Celebrity Gossip']","['Get all the Latest Hollywood Celebrity Gossip, Biography, Entertainment & Breaking News, Movie Review, Trailer, Photos, Clips, DVD, New Release, Soundtrack & more at AceShowBiz.']",False,False,14,False,False,True,True,13335,US,False,False,False,365.0,2.0,US,"Cloudflare, Inc.",True,True,5114.0,2556.0,-1184.0,7670.0,True,NAMECHEAP INC,IS,Privacy service provided by Withheld for Privacy ehf,cloudflare.com,13335,US,disinformation
124,thecut.com,25,True,63,True,True,True,False,,"['The Cut is a site for women who want to view the latest fashion trends; read provocative takes on issues that matter, from politics to relationships; follow celebrity style icons; and preview new products.']",False,False,10,False,False,False,True,54113,US,True,False,False,397.0,1.0,BE,GlobalSign nv-sa,False,True,7534.0,1962.0,-1300.0,9496.0,True,"Amazon Registrar, Inc.",GB,Identity Protection Service,awsdns-15.org,16509,US,disinformation
125,harpersbazaar.com,1,True,56,True,True,True,False,,"[""Sophisticated, elegant and provocative, Harper's Bazaar is your source for fashion trends straight from the runway, makeup and hair inspiration, chic wedding and travel ideas, plus all of your movie, TV, and pop culture news.""]",False,False,17,False,False,False,True,54113,US,True,False,False,397.0,71.0,BE,GlobalSign nv-sa,True,True,8594.0,1632.0,-1263.0,10226.0,False,"CSC CORPORATE DOMAINS, INC.",US,"Hearst Communications, Inc.",awsdns-39.org,16509,US,disinformation
126,tahonews.com,0,True,13,True,True,True,False,,['Blogging News Site'],False,False,12,False,True,False,True,13335,US,True,False,False,90.0,1.0,US,Google Trust Services LLC,True,True,1579.0,1708.0,-1343.0,3287.0,True,DYNADOT LLC,US,Super Privacy Service LTD c/o Dynadot,cloudflare.com,13335,US,disinformation
127,dutertedefender.com,0,True,4,True,True,,False,,,False,False,19,False,False,False,True,40021,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,-749.0,2210.0,-1451.0,1461.0,True,"SAV.COM, LLC",US,REDACTED FOR PRIVACY,cloudflare.com,13335,US,disinformation
128,newidea.com.au,0,,,True,True,True,False,,"[""New Idea is Australia's most loved weekly magazine, featuring the latest celebrity news, real life stories, exclusive interviews, recipes, health and more.""]",False,False,14,True,False,True,True,16509,US,True,False,False,394.0,2.0,US,Amazon,True,True,,,-1411.0,,N/A,Corporation Service Company (Aust) Pty Ltd,,,awsdns-45.net,16509,US,disinformation
129,belfasttelegraph.co.uk,4,True,119,True,False,True,False,,['Get the latest news from Belfast and throughout Northern Ireland from Belfast to Derry/Londonderry from award-winning journalists.'],False,False,22,True,False,True,True,13335,None,False,False,False,364.0,2.0,US,"Cloudflare, Inc.",True,True,8252.0,1949.0,-1406.0,10201.0,N/A,Lets Host [Tag = LETSHOST-IE],,,e.,,,disinformation
130,girlfriend.com.au,10,True,58,True,True,True,False,,"[""Australia's number one magazine and online teen destination with fashion, beauty, dating, life advice, plus the latest celebrity and entertainment news.""]",False,False,17,True,False,False,True,16509,US,True,False,False,394.0,2.0,US,Amazon,True,True,,,-1411.0,,N/A,Corporation Service Company (Aust) Pty Ltd,,,awsdns-16.co.uk,16509,US,disinformation
131,defesanet.com.br,7,True,97,True,True,True,False,,"[['', 'Destaque KC-390 – Esquadrão Zeus realiza primeira missão de reabastecimento em voo noturno Posted on29 de junho de 202329 de junho de 2023 Aço – Leopard 1A5Br VI Curso de Extensão em Iniciação de Simulação de Combate e Blindados (EaD) Posted on29 de junho de 202330 de junho de 2023 Destaque TFBR – Financial Times: […]']]",False,False,16,True,False,False,True,14618,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,6925.0,2206.0,-1408.0,9131.0,N/A,,,,,,,disinformation
132,go.com,4,False,5,True,False,True,False,,['Go.com is the top-level home on the Internet to the online properties of The Walt Disney Company.'],False,False,6,False,False,False,True,396982,US,N/A,N/A,N/A,,,,,N/A,False,7726.0,1769.0,-1360.0,9495.0,False,"CSC CORPORATE DOMAINS, INC.",US,"Disney Enterprises, Inc.",twdcns.com,21342,NL,disinformation
133,blingnews.com,1,False,28,True,False,True,False,,"['Bling News is a website that covers a range of topics, including news, lifestyle, sports, and entertainment.']",False,False,13,False,True,False,True,13335,US,False,False,False,365.0,2.0,US,"Cloudflare, Inc.",True,True,-970.0,1700.0,-1237.0,730.0,True,"NameSilo, LLC",US,See PrivacyGuardian.org,cloudflare.com,13335,US,disinformation
134,iz.ru,2,True,192,,,,,,,False,False,5,False,False,False,True,57724,RU,True,False,False,397.0,1.0,BE,GlobalSign nv-sa,True,True,6930.0,1852.0,,8782.0,False,RU-CENTER-RU,,"Obshchestvo s ogranichennoj otvetstvennostyu ""Multimedijnyj informacionnyj centr ""Izvestiya""",ren-tv.com,212075,RU,disinformation
135,metro.co.uk,4,True,148,True,True,True,True,"['clockword, yourpix, metroku, audience, more metro, competitions cat, corrections and clarifications, awards, housing, insights, africa, advertising, careers, cars, asia, other, rugby league, home, cycling']","['Metro.co.uk: News, Sport, Showbiz, Celebrities from Metro']",False,False,11,True,False,True,True,2635,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,8252.0,3391.0,19.0,11643.0,N/A,Nom-IQ Limited t/a Com Laude [Tag = NOMIQ],,,a.,,,disinformation
136,vesti7.ru,2,True,27,True,True,True,True,"['Воскресный выпуск ""Вестей"" посвящен главным событиям недели. Ведущий – Дмитрий Киселев. В 2005-м, 2007-м, 2015-м и 2017 годах программа получила ТЭФИ как лучшая из информационно-аналитических.']","['Воскресный выпуск ""Вестей"" посвящен главным событиям недели. Ведущий – Дмитрий Киселев. В 2005-м, 2007-м, 2015-м и 2017 годах программа получила ТЭФИ как лучшая из информационно-аналитических.']",True,False,9,False,False,False,True,25292,RU,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,6316.0,1719.0,,8035.0,False,RU-CENTER-RU,,"Federal State Unitary Enterprise ""The Russian Television and Radio Broadcasting Company""",rfn.ru,25292,RU,disinformation
137,kp.md,2,False,22,True,True,True,True,"['КП, Комсомольская правда, Новости']","['Главные новости в Молдове и мире на сегодня. Мы ежедневно публикуем самую актуальную информацию. Репортажи, аналитика, мнение экспертов, происшествия, ситуация на дорогах, новости политики, экономики, культуры и спорта.']",False,False,5,False,False,False,True,210756,RU,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,,,,,False,,,,,,,disinformation
138,unitedmediapublishing.com,2,False,8,,,,,,,False,False,25,False,False,True,True,46606,US,False,False,True,365.0,1.0,,,False,True,1450.0,1838.0,-1473.0,3288.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",domaincontrol.com,44273,US,disinformation
139,ibtimes.co.uk,8,True,102,,,,,,,False,False,13,True,False,True,True,16509,IE,True,False,False,395.0,2.0,US,Amazon,True,True,4746.0,1829.0,-1504.0,6575.0,N/A,123-Reg Limited t/a 123-reg [Tag = 123-REG],,,n.,,,disinformation
140,senate.gov.ph,1,True,25,,,,,,,False,False,13,True,False,False,True,13335,None,True,False,False,90.0,1.0,US,Let's Encrypt,True,True,,,,,False,,,,,,,disinformation
141,ew.com,16,True,246,True,True,True,True,"['entertainment, entertainment news, ew, entertainment weekly']","['Entertainment Weekly brings you the latest TV, movie, music, and book news daily.']",False,False,6,False,False,False,True,16509,US,True,False,False,335.0,1.0,US,Amazon,True,True,9002.0,1955.0,-1557.0,10957.0,False,"MarkMonitor, Inc.",US,Meredith Operations Corporation,nsone.net,62597,US,disinformation
142,portalbocanotrombone.com.br,8,True,70,True,False,,False,,,False,False,27,True,False,False,True,46606,US,True,False,False,90.0,1.0,US,Let's Encrypt,False,True,-160.0,1621.0,-1258.0,1461.0,N/A,,,,,,,disinformation
143,teleskop-by.org,0,False,27,,,,,,,False,True,15,False,False,False,True,13335,US,True,False,False,90.0,1.0,US,Google Trust Services LLC,True,True,-1426.0,1791.0,-1535.0,365.0,False,DropCatch.com 568 LLC,US,www.DropCatch.com,cloudflare.com,13335,US,disinformation
144,beforeitsnews.com,14,True,118,False,False,True,False,,"[""Before It's News® is a community of individuals who report on what's going on around them, from all around the world. You can join to Contribute News and Comments.""]",False,False,17,False,True,False,True,13335,US,True,False,False,90.0,1.0,US,Google Trust Services LLC,True,True,4190.0,3846.0,-1334.0,8036.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",cloudflare.com,13335,US,disinformation
145,halturnerradioshow.com,3,False,41,True,False,True,True,"['Hal Turner,WBCQ,WRMI, KYAH, Talk Radio, News, Conservative, Republican, Libertarian']",['Hal Turner Radio Show'],False,False,22,False,False,True,True,None,US,True,False,False,394.0,1.0,US,Amazon,False,True,617.0,2305.0,-1575.0,2922.0,True,"GoDaddy.com, LLC",US,"Domains By Proxy, LLC",awsdns-07.org,16509,US,disinformation
146,pinoytrendingnewsph.blogspot.com,1,False,9,True,True,True,True,['YOUR KEYWORDS HERE'],['YOUR DESCRIPTION HERE'],False,False,32,True,True,True,True,15169,US,True,False,False,84.0,138.0,US,Google Trust Services LLC,True,True,,,,,N/A,,,,,,,disinformation
